text,intent,slots
How can I prevent mold growth in my indoor plants potting mix,plant_disease_advice,O O O O O O O O O O O O
Can you recommend plants that can help improve air quality indoors,plant_purchasing_advice,O O O O O O O O O O O
How to save my cactus from sunburn,plant_disease_advice,O O O O PlantName O O
What are some effective fertilizers for indoor herb garden,plant_caretaking_advice,O O O O O O O O O
How do you propagate a ZZ plant,plant_caretaking_advice,O O O O O PlantName PlantName
Is it possible to grow a pineapple plant indoors,plant_purchasing_advice,O O O O O O PlantName PlantName O
What is the best way to take care of my snake plant Any specific water and sunlight requirements,plant_caretaking_advice,O O O O O O O O O O PlantName PlantName O O O O O O
I just bought a Bonsai tree How do I ensure that it grows well,plant_caretaking_advice,O O O O PlantName PlantName O O O O O O O O
Can you guide me on how to maintain my indoor ivy plant at its best,plant_caretaking_advice,O O O O O O O O O O PlantName O O O O
What are the care instructions for a spider plant,plant_caretaking_advice,O O O O O O O PlantName PlantName
I have a peace lily at home and its my first time having a houseplant Can you give me some care advice,plant_caretaking_advice,O O O PlantName PlantName O O O O O O O O O O O O O O O O O
I live in a flat without much natural light What type of plant should I get,plant_purchasing_advice,O O O O O O O O O O O O O O O O
I am looking for a lowmaintenance houseplant Can you suggest some options,plant_purchasing_advice,O O O O O O O O O O O O
What would be some good flower plants to buy for indoors that can also purify air,plant_purchasing_advice,O O O O O O O O O O O O O O O O
Could you recommend a plant that can survive with only artificial light,plant_purchasing_advice,O O O O O O O O O O O O
I am planning to buy a potted plant as a gift Any suggestions,plant_purchasing_advice,O O O O O O O O O O O O O
My rubber plants leaves are turning yellow What disease could it be and how to treat it,plant_disease_advice,O PlantName PlantName O O O O O O O O O O O O O O
Why are the tips of my fern plant turning brown,plant_disease_advice,O O O O O O PlantName PlantName O O
I noticed some small white spots on my orchids leaves What could it be and what is the treatment,plant_disease_advice,O O O O O O O O PlantName O O O O O O O O O O
My peace lily has brown spots on its leaves Is it a disease,plant_disease_advice,O PlantName PlantName O O O O O O O O O O
The leaves of my spider plant are curling is it sick What can I do about it,plant_disease_advice,O O O O PlantName PlantName O O O O O O O O O O O
Whats the best way to care for my newly bought fern plant,plant_disease_advice,O O O O O O O O O O PlantName O
How often should I water my potted rose plant in winter season,plant_disease_advice,O O O O O O O PlantName O O O O
My bedroom doesnt get a lot of sunlight can you suggest some indoor plants that can thrive in such conditions,plant_disease_advice,O O O O O O O O O O O O O O O O O O O O
I recently just got a snake plant can you provide some advice on its ideal location and sunlight requirements,plant_disease_advice,O O O O O PlantName PlantName O O O O O O O O O O O O
What kind of fertilizer would you recommend for a tomato plant,plant_disease_advice,O O O O O O O O O PlantName PlantName
Im thinking about buying a bonsai tree for my office what do you suggest,plant_purchasing_advice,O O O O O PlantName PlantName O O O O O O O
Id like to add some color to my living room what flowering plants would you recommend that can easily thrive indoors,plant_purchasing_advice,O O O O O O O O O O O O O O O O O O O O O
Im a beginner in gardening which plants would you suggest are best for starters,plant_purchasing_advice,O O O O O O O O O O O O O O
I have a small patio can you advice me on what kind of plants to buy that will best utilize the space,plant_purchasing_advice,O O O O O O O O O O O O O O O O O O O O O O
Im really interested in cultivating a herb garden what should I start with,plant_purchasing_advice,O O O O O O O O O O O O O
Ive noticed some white spots on the leaves of my ivy plant what could be the problem,plant_disease_advice,O O O O O O O O O O PlantName PlantName O O O O O
My rose plants leaves are turning yellow what should I do,plant_disease_advice,O PlantName O O O O O O O O O
There are small holes in the leaves of my basil plant could it be an insect problem or a disease,plant_disease_advice,O O O O O O O O O PlantName O O O O O O O O O O
The leaves of my rubber plant are drooping and turning brown am I overwatering it,plant_disease_advice,O O O O PlantName PlantName O O O O O O O O O
Is it normal for my succulents leaves to be soft and mushy or does it indicate a disease,plant_disease_advice,O O O O O O O O O O O O O O O O O O
How often should I water my fern,plant_caretaking_advice,O O O O O O PlantName
What is the best soil mix for a Jade plant,plant_caretaking_advice,O O O O O O O O PlantName PlantName
Do succulents need direct sunlight,plant_caretaking_advice,O O O O O
How to prune a Fiddle Leaf Fig tree,plant_caretaking_advice,O O O O PlantName PlantName PlantName PlantName
What is the recommended humidity for keeping orchids at home,plant_caretaking_advice,O O O O O O O PlantName O O
I need a petfriendly houseplant Can you recommend one,plant_purchasing_advice,O O O O O O O O O
What type of plant would be easy for a beginner to take care of,plant_purchasing_advice,O O O O O O O O O O O O O O
Do you know of any airpurifying plants I can get for my office,plant_purchasing_advice,O O O O O O O O O O O O O
I need some advice on which plant is suitable for a dark room,plant_purchasing_advice,O O O O O O O O O O O O O
Which flowering plants you recommend purchasing for a sunny balcony,plant_purchasing_advice,O O O O O O O O O O
The leaves of my monstera plant have started turning yellow What could be the possible issue and how can I deal with it,plant_disease_advice,O O O O PlantName PlantName O O O O O O O O O O O O O O O O O
My orchids flowers seem to be wilting prematurely Is it infected,plant_disease_advice,O PlantName O O O O O O O O O
Can you help me identify the white spots on my cactus plant,plant_disease_advice,O O O O O O O O O O PlantName O
Noticed black molds on my rubber plant Is it suffering from a disease and how should I cure it,plant_disease_advice,O O O O O PlantName PlantName O O O O O O O O O O O O
My succulent seems to be soft and discolored What could be the cause,plant_disease_advice,O O O O O O O O O O O O O
What is the best way to care for a ZZ plant,plant_caretaking_advice,O O O O O O O O O PlantName PlantName
Can you provide some advice on taking care of my snake plant,plant_caretaking_advice,O O O O O O O O O O PlantName PlantName
Can you give me some tips on how to prune my fiddle leaf fig tree,plant_caretaking_advice,O O O O O O O O O O O PlantName PlantName PlantName PlantName
I have a rubber plant that isnt doing well any suggestions,plant_caretaking_advice,O O O PlantName PlantName O O O O O O
I need a plant for my dimly lit office any recommendations,plant_purchasing_advice,O O O O O O O O O O O
Im looking to buy a lowmaintenance houseplant What type would you suggest,plant_purchasing_advice,O O O O O O O O O O O O
Which plant would you recommend for purifying the air,plant_purchasing_advice,O O O O O O O O O
I am thinking of buying a houseplant as a gift what should I consider,plant_purchasing_advice,O O O O O O O O O O O O O O
Can you suggest some plants that are safe for petowners,plant_purchasing_advice,O O O O O O O O O O
My philodendron leaves are turning yellow what could be the problem,plant_disease_advice,O PlantName O O O O O O O O O
What kind of disease could cause brown spots on my pothos plant,plant_disease_advice,O O O O O O O O O O PlantName PlantName
I noticed that my fern has white fuzzy stuff on it is it a disease,plant_disease_advice,O O O O PlantName O O PlantName O O O O O O O
My orchids leaves are falling off is it a sign of disease or just old age,plant_disease_advice,O PlantName O O O O O O O O O O O O O O
My spider plants leaves are losing their color what disease could that indicate,plant_disease_advice,O PlantName PlantName O O O O O O O O O O
Ive low sunlight at my home what plants would be suitable for me to buy,plant_purchasing_advice,O O O O O O O O O O O O O O O
What is the best place to buy indoor plants online,plant_purchasing_advice,O O O O O O O O O O
Would an air purifying plant be a good choice for a city apartment,plant_purchasing_advice,O O O O O O O O O O O O O O
I need a small indoor plant for my office desk any recommendations,plant_purchasing_advice,O O O O O O O O O O O O
What perennial plants should I consider for my patio,plant_purchasing_advice,O O O O O O O O O
The leaves of my rubber plant are turning brown what might be the problem,plant_disease_advice,O O O O PlantName PlantName O O O O O O O O
Theres a white powdery substance on my rose do you have any advice,plant_disease_advice,O O O O O O O PlantName O O O O O
Why are the edges of my Aloe Vera plant getting yellow,plant_disease_advice,O O O O O O PlantName PlantName O O O
How can I treat the black spots appearing on my orchids leaves,plant_disease_advice,O O O O O O O O O O PlantName O
My cactus plant is getting soft and mushy at the bottom what should I do,plant_disease_advice,O PlantName O O O O O O O O O O O O O
Whats the best way to water my aloe vera during summer months,plant_caretaking_advice,O O O O O O O PlantName PlantName O O O
How much sunlight does a fern need daily,plant_caretaking_advice,O O O O O PlantName O O
How often should I repot my fiddle leaf fig,plant_caretaking_advice,O O O O O O PlantName PlantName PlantName
Whats the appropriate temperature range for a snake plant,plant_caretaking_advice,O O O O O O O PlantName PlantName
What type of soil is best for my bonsai tree,plant_caretaking_advice,O O O O O O O O PlantName PlantName
What houseplant would you recommend for a poorly lit office,plant_purchasing_advice,O O O O O O O O O O
I want a houseplant that requires minimal care what would you suggest,plant_purchasing_advice,O O O O O O O O O O O O
What type of plant could survive in a bathroom with little to no natural sunlight,plant_purchasing_advice,O O O O O O O O O O O O O O O
Is there a specific plant youd suggest for improving indoor air quality,plant_purchasing_advice,O O O O O O O O O O O O
Im new to houseplants Can you suggest a variety that is easy to care for,plant_purchasing_advice,O O O O O O O O O O O O O O O
What could be causing the leaves of my monstera to turn yellow,plant_disease_advice,O O O O O O O O PlantName O O O
Can you help identify this fungus growing on my palm tree,plant_disease_advice,O O O O O O O O O PlantName PlantName
My snake plant has brown spots on its leaves What should I do,plant_disease_advice,O PlantName PlantName O O O O O O O O O O
The leaves of my ficus tree have started drooping is it sick,plant_disease_advice,O O O O PlantName PlantName O O O O O O
I see small white bugs on my succulent What are they and how can I treat my plant,plant_disease_advice,O O O O O O O PlantName O O O O O O O O O O
Can you give me some advice on how often I need to water my silver queen,plant_caretaking_advice,O O O O O O O O O O O O O O PlantName PlantName
What kind of light conditions does a Aspidistra Asahi prefer,plant_caretaking_advice,O O O O O O O PlantName PlantName O
When is the best time to fertilize my indoor orchids,plant_caretaking_advice,O O O O O O O O O PlantName
How can I maintain humidity for my Ferns during the winter months,plant_caretaking_advice,O O O O O O O PlantName O O O O
Does my golden pothos need a specific type of soil to thrive,plant_caretaking_advice,O O PlantName PlantName O O O O O O O O
I just moved into a new apartment with low light what type of plant should I get,plant_purchasing_advice,O O O O O O O O O O O O O O O O O
What kind of plants would you suggest for a beginner gardener,plant_purchasing_advice,O O O O O O O O O O O
Could you recommend a flowering plant that requires minimal care,plant_purchasing_advice,O O O O O O O O O O
Which kind of indoor plant would you suggest for a beginner like me,plant_purchasing_advice,O O O O O O O O O O O O O
I stay in a small apartment with low light Can you suggest some suitable houseplants for my living condition,plant_purchasing_advice,O O O O O O O O O O O O O O O O O O O
What are good flowering plants to purchase for a beginner gardener,plant_purchasing_advice,O O O O O O O O O O O
Should I buy a ZZ plant or a Peace Lily for my lowlit room,plant_purchasing_advice,O O O O PlantName PlantName O O PlantName PlantName O O O O
Whats a great lowmaintenance plant I can buy for my office,plant_purchasing_advice,O O O O O O O O O O O
I live in a small apartment and have little sunlight what plant would be best to buy,plant_purchasing_advice,O O O O O O O O O O O O O O O O O
My rose plant has black spots on its leaves what could be the cause and how to treat it,plant_disease_advice,O PlantName O O O O O O O O O O O O O O O O O
My geranium has white fuzz on its leaves what does this mean and how can I treat it,plant_disease_advice,O PlantName O O O O O O O O O O O O O O O O
Why are the leaves of my Peace Lily turning brown,plant_disease_advice,O O O O O O PlantName PlantName O O
Theres a sticky substance on my Ficus plant is it a disease and how can I treat it,plant_disease_advice,O O O O O O PlantName PlantName O O O O O O O O O O
I found tiny bugs on my indoor plant How should I treat them,plant_disease_advice,O O O O O O O O O O O O O
How often should I water my spider plant in summer,plant_caretaking_advice,O O O O O O PlantName PlantName O O
Can you give me some tips on how to care for my indoor cacti,plant_caretaking_advice,O O O O O O O O O O O O O PlantName
Whats the right way to care for my Monstera It doesnt seem to be doing so well,plant_caretaking_advice,O O O O O O O O PlantName O O O O O O O O
Could you provide some advice on how to repot orchids safely without harming them,plant_caretaking_advice,O O O O O O O O O PlantName O O O O
Im new to gardening could you please provide some tips on maintaining my fern,plant_caretaking_advice,O O O O O O O O O O O O O PlantName
Hi helpful botanist Im looking to buy a houseplant that can tolerate low light conditions any recommendations,plant_purchasing_advice,O O O O O O O O O O O O O O O O O
Could you suggest some indoor plants that are safe for cats,plant_purchasing_advice,O O O O O O O O O O O
I would like to purchase a houseplant that helps to purify the air any ideas,plant_purchasing_advice,O O O O O O O O O O O O O O O
Im planning to buy some ornamental plants for my living room should I consider any factors in particular,plant_purchasing_advice,O O O O O O O O O O O O O O O O O O
Can you recommend plants that would do well in a dry environment I live in a desert area,plant_purchasing_advice,O O O O O O O O O O O O O O O O O O
My Money plants leaves are turning yellow what seems to be the problem,plant_disease_advice,O PlantName PlantName O O O O O O O O O O
Ive noticed some small white spots on my orchids leaves What could this mean,plant_disease_advice,O O O O O O O O PlantName O O O O O
Can you help me understand why my cactus is turning black at the base,plant_disease_advice,O O O O O O O PlantName O O O O O O
What can I do if my Aloe Vera plant is showing signs of root rot,plant_disease_advice,O O O O O O PlantName PlantName O O O O O O O
My peace lilys leaf tips are turning brown what could be causing this,plant_disease_advice,O PlantName PlantName O O O O O O O O O O
What amount of sunlight does my fern require on a daily basis,plant_caretaking_advice,O O O O O O PlantName O O O O O
How often should I water my cactus,plant_caretaking_advice,O O O O O O PlantName
What type of soil is best to use for my orchid plant,plant_caretaking_advice,O O O O O O O O O O PlantName O
Whats the optimal temperature for growing a Monstera deliciosa indoors,plant_caretaking_advice,O O O O O O O PlantName PlantName O
Can you tell me about the fertilization needs of a rubber plant,plant_caretaking_advice,O O O O O O O O O O PlantName PlantName
I want to buy a houseplant that doesnt require much sunlight What do you suggest,plant_purchasing_advice,O O O O O O O O O O O O O O O
Can you recommend a plant that could survive in a hot and dry climate,plant_purchasing_advice,O O O O O O O O O O O O O O
Im looking to add some green to my home office Which plant should I buy,plant_purchasing_advice,O O O O O O O O O O O O O O O O
I have pets and small children at home Can you recommend some safe nontoxic plants I could buy,plant_purchasing_advice,O O O O O O O O O O O O O O O O O O O
Im extremely busy and often forget watering plants What type of plant should I purchase for minimal care,plant_purchasing_advice,O O O O O O O O O O O O O O O O O O
My rose plants leaves are turning yellow with black spots what should I do,plant_disease_advice,O PlantName O O O O O O O O O O O O
My rubber plant has brown patches all over its leaves What could be wrong with it and how can I treat it,plant_disease_advice,O PlantName PlantName O O O O O O O O O O O O O O O O O O O
Ive noticed that my Philodendron has yellowing leaves is it sick and what can I do,plant_disease_advice,O O O O PlantName O O O O O O O O O O O
Lately my Begonia leaves have started curling and turning brown at the edges whats going wrong and how can I treat it,plant_disease_advice,O O PlantName O O O O O O O O O O O O O O O O O O O
My snake plant seems to have some sort of mold growth Can you help me identify the problem and suggest a solution,plant_disease_advice,O PlantName PlantName O O O O O O O O O O O O O O O O O O O
Can you give me some advice on how often I should water my succulent plant,plant_caretaking_advice,O O O O O O O O O O O O O O O
What kind of light conditions are best for my spider plant,plant_caretaking_advice,O O O O O O O O O PlantName PlantName
I recently got a Rubber plant and I am unsure on how to care for it Can you help,plant_caretaking_advice,O O O O PlantName PlantName O O O O O O O O O O O O O
How can I increase the blooming of my rose plant indoors,plant_caretaking_advice,O O O O O O O O PlantName O O
Any advice on the temperature suitable for a cactus indoors,plant_caretaking_advice,O O O O O O O O O O
How often should I water my tomato plant?,plant_caretaking_advice,O O O O O O PlantName PlantName
What kind of soil should I use for my monster?,plant_caretaking_advice,O O O O O O O O O PlantName
Whats the best way to fertilize my money tree?,plant_caretaking_advice,O O O O O O O PlantName PlantName
Do I need to prune my English ivy?,plant_caretaking_advice,O O O O O O PlantName PlantName
What temperature does a dragon tree need?,plant_caretaking_advice,O O O O PlantName PlantName O
How much sunlight does a sunflower need?,plant_caretaking_advice,O O O O O PlantName O
