text;intent;slots
How can I treat root rot in my potted lavender;plant_disease_advise;O O O B-AdviceType O O I-Symptom I-Symptom I-Symptom I-Symptom 
How can I protect my indoor plants from pests without using chemicals;plant_disease_advise;O O O O O B-Environment I-Environment O B-Requirement I-Requirement I-Requirement I-Requirement 
How often should I water my peace lily;plant_caretaking_advise;O I-AdviceType I-AdviceType I-AdviceType B-AdviceType O B-PlantName I-PlantName 
What is the best way to maintain the color of my flowering maple;plant_caretaking_advise;O O I-AdviceType O O O B-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType B-PlantName I-PlantName 
Can ferns survive in lowhumidity environments;plant_caretaking_advise;O B-PlantType O O O I-Environment 
What temperature is optimal for my rubber tree plant;plant_caretaking_advise;O B-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType B-PlantName I-PlantName O 
Should I mist my air plants regularly;plant_caretaking_advise;O O B-AdviceType I-AdviceType B-PlantName I-PlantName I-AdviceType 
What are good plant options for a small apartment;plant_purchasing_advise;O O B-PlantType I-PlantType I-PlantType I-PlantType O B-Environment I-Environment 
I want a flowering plant that blooms yearround Any suggestions;plant_purchasing_advise;O O O B-PlantType I-PlantType O B-PlantSpecification O O O 
Can you recommend plants known for their airpurifying qualities;plant_purchasing_advise;O O O B-PlantType I-PlantType I-PlantType O O I-Requirement 
What kind of cactus would do well in a window sill;plant_purchasing_advise;O O O B-PlantType O O O O O O O 
I am looking for a plant that is safe around pets Any recommendations;plant_purchasing_advise;O O O O O B-PlantType I-PlantType I-PlantType B-Requirement I-Requirement I-Requirement O O 
My indoor roses have black spots on their leaves What could be causing this;plant_disease_advise;O B-Environment I-Environment O B-Symptom I-Symptom I-Symptom I-Symptom I-Symptom O B-Symptom I-Symptom I-Symptom I-Symptom 
My orchid’s leaves turn yellow and then brown Is it a disease;plant_disease_advise;O O B-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom O I-Symptom B-Symptom I-Symptom 
What should I do to prevent mold buildup in my indoor plants soil;plant_disease_advise;O O O O O B-AdviceType O O I-Requirement I-Requirement B-Environment O I-Requirement 
How can I prevent Powdery Mildew on my houseplants;plant_disease_advise;O O O B-AdviceType B-Symptom I-Symptom O O B-Environment 
There are small holes in my jade plants leaves Could this be an insect problem;plant_disease_advise;O O B-Symptom I-Symptom I-Symptom O B-PlantName O I-Symptom O I-Requirement I-Requirement O O O 
Whats the best way to water a cactus;plant_caretaking_advise;O I-AdviceType I-AdviceType I-AdviceType I-AdviceType B-AdviceType O B-PlantName 
Can I use tap water for my spider plant;plant_caretaking_advise;O O B-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType B-PlantName I-PlantName 
Can you explain how to prune a fiddle leaf fig correctly;plant_caretaking_advise;O O O I-AdviceType I-AdviceType B-AdviceType I-AdviceType B-PlantName I-PlantName I-PlantName I-AdviceType 
My peace lily isnt blooming What might be causing this;plant_caretaking_advise;O B-PlantName I-PlantName O B-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType 
Im searching for an airpurifying plant for my office What should I get;plant_purchasing_advise;O O I-PlantType O O I-Requirement I-PlantType B-PlantType B-Environment I-PlantType I-PlantType I-PlantType I-PlantType 
What are some colorful and easy to grow plants for my garden;plant_purchasing_advise;I-PlantType I-PlantType I-PlantType B-PlantType I-PlantType I-PlantType I-PlantType I-PlantType I-PlantType I-PlantType I-PlantType B-Environment 
I need a sturdy yet beautiful plant as a gift Can you suggest one;plant_purchasing_advise;O O I-Requirement B-Requirement I-Requirement I-Requirement B-Requirement I-Requirement I-Requirement I-Requirement B-PlantType I-PlantType I-PlantType I-PlantType 
What flowers can bloom year round in an indoor setting;plant_purchasing_advise;O B-PlantType O B-PlantSpecification O O O O B-Environment I-Environment 
Is there a flowering plant that can grow under fluorescent light;plant_purchasing_advise;O O O B-PlantType I-PlantType O O B-PlantSpecification I-PlantSpecification I-PlantSpecification I-PlantSpecification 
My outdoor roses have black spots on their leaves What should I do;plant_disease_advise;O B-Environment I-Environment O B-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-AdviceType I-AdviceType I-AdviceType B-AdviceType 
How can I treat powdery mildew on house plants without using chemicals;plant_disease_advise;O O O B-AdviceType B-Symptom I-Symptom I-AdviceType B-Environment I-Environment I-AdviceType I-AdviceType I-AdviceType 
Why are my tomato plants leaves turning brown and curling up;plant_disease_advise;O O O B-PlantName O B-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom 
What does it mean when my snake plant has yellow patches;plant_disease_advise;O B-Symptom I-Symptom B-Symptom I-Symptom I-Symptom B-PlantName I-PlantName O B-Symptom I-Symptom 
Can you explain how to manage the growth of mold on plant soil;plant_disease_advise;O O O I-AdviceType I-AdviceType B-AdviceType I-AdviceType B-Requirement I-Requirement I-Requirement I-Requirement I-Requirement I-Requirement 
How often should I water my philodendron plant;plant_caretaking_advise;O I-AdviceType I-AdviceType I-AdviceType B-AdviceType I-AdviceType B-PlantName I-PlantName 
What type of soil is best for my spider plant;plant_caretaking_advise;O I-AdviceType O B-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType B-PlantName I-PlantName 
Why are the leaves of my peace lily wilting despite regular watering;plant_caretaking_advise;O O O B-Symptom I-Symptom I-Symptom B-PlantName I-PlantName I-Symptom I-AdviceType B-AdviceType I-AdviceType 
How much humidity does an areca palm need;plant_caretaking_advise;O I-AdviceType B-AdviceType I-AdviceType I-AdviceType B-PlantName I-PlantName I-AdviceType 
Is it necessary to mist a fern plant;plant_caretaking_advise;O I-AdviceType I-AdviceType I-AdviceType B-AdviceType O B-PlantType I-PlantType 
What type of indoor tree is easy to maintain;plant_purchasing_advise;O I-PlantType O B-Environment I-Environment O B-PlantType I-PlantType I-PlantType 
Can you suggest some petfriendly indoor plants;plant_purchasing_advise;B-PlantType I-PlantType I-PlantType I-PlantType O I-Requirement I-Requirement 
What is a good choice for an aromatic plant to grow indoors;plant_purchasing_advise;I-PlantType I-PlantType B-PlantType I-PlantType I-PlantType I-PlantType O B-Requirement I-Requirement I-Requirement I-Requirement B-Environment 
I need a flowering plant that blooms all year round Any suggestions;plant_purchasing_advise;O O O B-PlantType I-PlantType O B-PlantSpecification I-PlantSpecification I-PlantSpecification I-PlantSpecification B-Requirement I-Requirement 
Which plants are best for improving air quality indoors;plant_purchasing_advise;B-PlantType I-PlantType I-PlantType I-PlantType I-PlantType B-Requirement I-Requirement I-Requirement B-Environment 
Why are there black spots on my rose leaves;plant_disease_advise;B-Symptom I-Symptom I-Symptom B-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom 
What is causing leaves to fall off my jade plant;plant_disease_advise;B-Symptom I-Symptom B-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom 
How can I treat powdery mildew on my begonia;plant_disease_advise;I-AdviceType I-AdviceType I-AdviceType B-AdviceType B-Symptom I-Symptom I-Symptom I-Symptom I-Symptom 
My cactus has black rot at the base What can I do;plant_disease_advise;O B-PlantName O B-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-AdviceType B-AdviceType I-AdviceType B-AdviceType 
Why are the leaves of my rubber tree dropping despite proper watering;plant_disease_advise;I-AdviceType O O B-Symptom I-Symptom I-Symptom B-PlantName I-PlantName I-Symptom I-AdviceType B-AdviceType I-AdviceType 
Whats the ideal watering schedule for succulent plants;plant_caretaking_advise;O I-AdviceType I-AdviceType B-AdviceType I-AdviceType I-AdviceType B-PlantType I-PlantType 
Can you guide on how to repot my large monstera plant;plant_caretaking_advise;O O B-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType I-AdviceType B-PlantName I-PlantName I-PlantName 
How much humidity do fern plants need;plant_caretaking_advise;O O B-AdviceType I-AdviceType B-PlantType I-PlantType I-AdviceType 
How often should I fertilize my indoor citrus tree;plant_caretaking_advise;O I-AdviceType I-AdviceType I-AdviceType B-AdviceType I-AdviceType B-Environment I-Environment I-Environment 
What is the best way to prune a rubber plant;plant_caretaking_advise;O O I-AdviceType I-AdviceType I-AdviceType I-AdviceType B-AdviceType O B-PlantName I-PlantName 
What should I look for when buying an aloe vera plant;plant_purchasing_advise;I-PlantType I-PlantType I-PlantType I-PlantType I-PlantType I-PlantType B-Requirement O I-Requirement I-Requirement B-PlantType 
Are there any flowering plants that do well in low light;plant_purchasing_advise;O I-Requirement B-Requirement B-PlantType I-PlantType O I-Requirement I-Requirement I-Requirement O O 
What is a good air purifier plant that I can keep indoors;plant_purchasing_advise;B-Requirement I-Requirement I-Requirement I-Requirement I-PlantType I-PlantType I-PlantType I-Requirement I-Requirement I-Requirement I-Requirement I-Requirement 
Which plants are safe and nontoxic for pets;plant_purchasing_advise;O O O O O O O O 
Can you suggest some fragrant flowering indoor plants;plant_purchasing_advise;O O O O B-PlantType I-PlantType B-Environment O 
What is the best treatment for powdery mildew on my rose plant;plant_disease_advise;O O O O O O B-Symptom I-Symptom O O B-PlantName O 
My snake plants leaves are wrinkling What could be the cause;plant_disease_advise;O B-PlantName O B-Symptom O I-Symptom O O O O O 
Is there a natural remedy for aphids on my indoor plants;plant_disease_advise;O O O O O O B-Symptom O O B-PlantName I-PlantName 
My philodendron has yellowing leaves is it a disease;plant_disease_advise;O B-PlantName O B-Symptom O O O O O 
What could be causing the edges on my peace lily to turn brown;plant_disease_advise;O O O O O B-Symptom O O B-PlantName I-PlantName O I-Symptom I-Symptom 
How often should I water my ficus tree;plant_caretaking_advise;O O O O B-AdviceType O B-PlantName O 
What is the best soil mix for aloe vera plants;plant_caretaking_advise;O O O O B-AdviceType I-AdviceType O B-PlantName I-PlantName O 
How should I care for my cactus during winter;plant_caretaking_advise;O O O B-AdviceType I-AdviceType O B-PlantName O I-AdviceType 
When is the best time to prune my hydrangea;plant_caretaking_advise;O O O O O O B-AdviceType O B-PlantName 
Do ferns need to be repotted often;plant_caretaking_advise;O B-PlantName O O O B-AdviceType O 
Can you suggest a plant that can survive a humid climate;plant_purchasing_advise;O O O I-PlantType O O O B-PlantType I-PlantType I-PlantType I-PlantType 
What are some colorful flowering plants for a sunny balcony;plant_purchasing_advise;O O O B-PlantType I-PlantType I-PlantType O O B-Environment I-Environment 
Do you have suggestions for air purifying plants;plant_purchasing_advise;O O O O O B-PlantType I-PlantType I-PlantType 
Im looking for a ground cover plant that grows quickly What should I get;plant_purchasing_advise;O O O O B-PlantType I-PlantType I-PlantType O B-PlantSpecification I-PlantSpecification O O O O 
What type of plant would work well as a privacy hedge;plant_purchasing_advise;O O O O O O O O O B-PlantType I-PlantType 
My rose bush has black spots on its leaves What should I do;plant_disease_advise;O B-PlantName O O B-Symptom I-Symptom O O O O O O O 
What should I do if my tomato plants develop yellow leaves;plant_disease_advise;O O O O O O B-PlantName I-PlantName O B-Symptom I-Symptom 
Are there organic treatments for aphids on indoor plants;plant_disease_advise;O O O O O B-Symptom O B-PlantName I-PlantName 
How can I get rid of mold on my air plants;plant_disease_advise;O O O O O O B-Symptom O O B-PlantName I-PlantName 
Why are the leaves of my rubber plant curling and how can I fix it;plant_disease_advise;O O O B-Symptom O O B-PlantName I-PlantName I-Symptom O O O O O O 
How frequently should I water my cactus;plant_caretaking_advise;O O O O B-AdviceType O B-PlantName 
Do indoor ferns require special treatment;plant_caretaking_advise;O B-PlantName I-PlantName O B-AdviceType I-AdviceType 
Whats the best way to repot an aloe plant without harming it;plant_caretaking_advise;O O O O O B-AdviceType O B-PlantName I-PlantName I-AdviceType I-AdviceType O 
Can you suggest a method for pruning a rubber tree plant;plant_caretaking_advise;O O O O O O B-AdviceType O B-PlantName I-PlantName I-PlantName 
Whats the ideal room temperature for a philodendron;plant_caretaking_advise;O O O B-AdviceType I-AdviceType O O B-PlantName 
Do you know a fragrant house plant that blooms in the winter;plant_purchasing_advise;O O O O B-PlantType I-PlantType I-PlantType O B-PlantSpecification I-PlantSpecification I-PlantSpecification I-PlantSpecification 
I want an airpurifying plant for my home office what do you suggest;plant_purchasing_advise;O O O O I-PlantType O O B-Environment I-Environment O O O O 
Can you recommend a colorful flowering plant that needs indirect sunlight;plant_purchasing_advise;O O O O B-PlantType I-PlantType I-PlantType O B-PlantSpecification I-PlantSpecification I-PlantSpecification 
I need a plant for my bathroom any humidityloving suggestions;plant_purchasing_advise;O O O O O O O O O O 
Whats a suitable plant to place in a westfacing window;plant_purchasing_advise;O O B-PlantType I-PlantType O O O O O I-Environment 
My ficus trees leaves have tiny white dots on them how can I treat it;plant_disease_advise;O B-PlantName O B-Symptom O I-Symptom I-Symptom I-Symptom O O O O O O O 
What kind of disease causes black spots on rose leaves and how can I treat it;plant_disease_advise;O O O O B-Symptom B-Symptom I-Symptom O B-PlantName B-Symptom O O O O B-Symptom O 
My monsteras leaves are turning yellow and brown at the edges What could be wrong;plant_disease_advise;O O B-Symptom O I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom I-Symptom O O O O 
Can you help me understand why my peace lilys blooms are turning black;plant_disease_advise;O O O O O O O B-PlantName O B-Symptom O I-Symptom I-Symptom 
Theres a white powdery substance on my ivys leaves What is it and how can I treat it;plant_disease_advise;O O I-Symptom I-Symptom I-Symptom O O O B-Symptom O O O O O O O B-Symptom O 
How often should I water my succulent;plant_caretaking_advise;O O O O B-AdviceType O B-PlantName 
My fiddle leaf figs leaves are dropping What should I do;plant_caretaking_advise;O B-PlantName I-PlantName O B-AdviceType O I-AdviceType O O O O 
What are some petfriendly houseplants I can buy;plant_purchasing_advise;O O O O I-PlantType O O O 
Can you recommend an easytogrow fruit plant for indoor cultivation;plant_purchasing_advise;O O O O O I-PlantType I-PlantType O B-Environment O 
What is the best way to water an air plant;plant_caretaking_advise;O O O O O O B-AdviceType O B-PlantName I-PlantName 
How should I prune a rubber plant to promote bushier growth;plant_caretaking_advise;O O O B-AdviceType O B-PlantName I-PlantName O I-AdviceType I-AdviceType I-AdviceType 
What plants can I buy for a small balcony;plant_purchasing_advise;O B-PlantType O O O O O B-Environment I-Environment 
Can you suggest fragrant indoor plants to improve my living rooms ambiance;plant_purchasing_advise;O O O B-PlantType I-PlantType I-PlantType O O O B-Environment O I-Environment 
How to treat root rot on a bonsai tree;plant_disease_advise;O O O B-Symptom I-Symptom O O B-PlantName I-PlantName 
What are pesticides safe for indoor usage against mealybugs;plant_disease_advise;O O I-PlantName B-Symptom O B-PlantName I-PlantName B-Symptom I-Symptom 
Can I save a plant thats been infested by aphids;plant_disease_advise;O O O O O O O B-PlantName B-Symptom I-Symptom 
What are the symptoms of overwatering in a monstera plant;plant_caretaking_advise;O O O B-AdviceType O O I-PlantName I-PlantName I-PlantName I-PlantName 
I want to buy a flowering houseplant that blooms all year round What are my options;plant_purchasing_advise;O O O O O B-PlantType I-PlantType O I-PlantType I-PlantType I-PlantType I-PlantType O O O O 
How can I prevent mold growth in my indoor plants potting mix;plant_disease_advise;O O O O B-Symptom I-Symptom O O B-PlantName O B-Environment I-Environment 
Can you recommend plants that can help improve air quality indoors;plant_purchasing_advise;O O O O O O O B-PlantType I-PlantType I-PlantType I-PlantType 
How to save my cactus from sunburn;plant_disease_advise;O O O O B-PlantName O B-Symptom 
What are some effective fertilizers for indoor herb garden;plant_caretaking_advise;O O O B-PlantType I-PlantType O B-AdviceType I-AdviceType I-AdviceType 
How do you propagate a ZZ plant;plant_caretaking_advise;O O O B-AdviceType O B-PlantName I-PlantName 
Is it possible to grow a pineapple plant indoors;plant_purchasing_advise.;O O O O O O B-PlantName I-PlantName B-Environment 
What is the best way to take care of my snake plant Any specific water and sunlight requirements;plant_caretaking_advise;O O O O O O B-AdviceType I-AdviceType O O B-PlantName O O O O O O O 
I just bought a Bonsai tree How do I ensure that it grows well;plant_caretaking_advise;O O O O B-PlantName I-PlantName O O O B-AdviceType O O I-AdviceType O 
Can you guide me on how to maintain my indoor ivy plant at its best;plant_caretaking_advise;O O O O O O O B-AdviceType O B-PlantName I-PlantName O O O O 
What are the care instructions for a spider plant;plant_caretaking_advise;O O O B-AdviceType I-AdviceType O O B-PlantName I-PlantName 
I have a peace lily at home and its my first time having a houseplant Can you give me some care advice;plant_caretaking_advise;O O O B-PlantName I-PlantName O O O O O O O O O O O O O O O B-AdviceType I-AdviceType 
I live in a flat without much natural light What type of plant should I get;plant_purchasing_advise;O O O O B-Environment I-Environment I-Environment I-Environment I-Environment O B-PlantSpecification O B-PlantType O O O 
I am looking for a lowmaintenance houseplant Can you suggest some options;plant_purchasing_advise;O O O O O O I-PlantType O O O O O 
What would be some good flower plants to buy for indoors that can also purify air;plant_purchasing_advise;O O O O O B-PlantType I-PlantType O O O B-PlantSpecification O O O B-PlantSpecification I-PlantSpecification 
Could you recommend a plant that can survive with only artificial light;plant_purchasing_advise;O O O O O O O O O O B-Environment I-Environment 
I am planning to buy a potted plant as a gift Any suggestions;plant_purchasing_advise;O O O O O O B-PlantType O O O B-Environment O O 
My rubber plants leaves are turning yellow What disease could it be and how to treat it;plant_disease_advise;O B-PlantName O O O B-Symptom I-Symptom O B-Symptom O O O O O O B-Symptom O 
Why are the tips of my fern plant turning brown;plant_disease_advise;O O O B-Symptom O O B-PlantName I-PlantName I-Symptom I-Symptom 
I noticed some small white spots on my orchids leaves What could it be and what is the treatment;plant_disease_advise;O O O B-Symptom I-Symptom I-Symptom O O O B-Symptom O O O O O O O O B-Symptom 
My peace lily has brown spots on its leaves Is it a disease;plant_disease_advise;O B-PlantName I-PlantName O B-Symptom I-Symptom O O B-Symptom O O O B-Symptom 
The leaves of my spider plant are curling is it sick What can I do about it;plant_disease_advise;O B-Symptom O O B-PlantName I-PlantName O I-Symptom O O B-Symptom O O O B-Symptom O O 
Whats the best way to care for my newly bought fern plant;plant_disease_advise;O O O O O B-AdviceType O O I-AdviceType I-AdviceType B-PlantName I-PlantName 
How often should I water my potted rose plant in winter season;plant_disease_advice;O O O O B-AdviceType O B-PlantName I-PlantName O O I-AdviceType O 
My bedroom doesnt get a lot of sunlight can you suggest some indoor plants that can thrive in such conditions;plant_disease_advice;O B-Environment O O O B-Environment O I-Environment O O O O B-Environment I-Environment O O B-Environment O O O 
I recently just got a snake plant can you provide some advice on its ideal location and sunlight requirements;plant_disease_advice;O O O O O B-PlantName I-PlantName O O O O B-AdviceType O O I-AdviceType I-AdviceType O I-AdviceType O 
What kind of fertilizer would you recommend for a tomato plant;plant_disease_advice;O O O B-AdviceType O O B-AdviceType O O B-PlantName I-PlantName 
Im thinking about buying a bonsai tree for my office what do you suggest;plant_purchasing_advice;O O O O O B-PlantType I-PlantType O O B-Environment O O O O 
Id like to add some color to my living room what flowering plants would you recommend that can easily thrive indoors;plant_purchasing_advice;O O O O O O O O B-Environment I-Environment O B-PlantType I-PlantType O O O O O B-PlantSpecification I-PlantSpecification B-PlantSpecification 
Im a beginner in gardening which plants would you suggest are best for starters;plant_purchasing_advice;O O B-PlantType O I-PlantType O B-PlantType O O O O O O B-PlantType 
I have a small patio can you advise me on what kind of plants to buy that will best utilize the space;plant_purchasing_advice;O O O B-Environment I-Environment O O O O O O O O B-PlantType O O O O O B-Environment O B-Environment 
Im really interested in cultivating a herb garden what should I start with;plant_purchasing_advice;O O O O O O B-PlantType I-PlantType O O O B-PlantType O 
Ive noticed some white spots on the leaves of my ivy plant what could be the problem;plant_disease_advice;O O O B-Symptom I-Symptom O O B-Symptom O O B-PlantName I-PlantName O O O O B-Symptom 
My rose plants leaves are turning yellow what should I do;plant_disease_advice;O B-PlantName O B-Symptom O I-Symptom I-Symptom O O O O 
There are small holes in the leaves of my basil plant could it be an insect problem or a disease;plant_disease_advice;O O B-Symptom I-Symptom O O B-Symptom O O B-PlantName I-PlantName O O O O B-Symptom I-Symptom O O I-Symptom 
The leaves of my rubber plant are drooping and turning brown am I overwatering it;plant_disease_advice;O B-Symptom O O B-PlantName I-PlantName O I-Symptom O I-Symptom I-Symptom O O B-Symptom O 
Is it normal for my succulents leaves to be soft and mushy or does it indicate a disease;plant_disease_advice;O O O O O O I-PlantName O O B-Symptom O I-Symptom O O O B-Symptom O B-Symptom 
How often should I water my fern;plant_caretaking_advise;O O O O B-AdviceType O B-PlantName 
What is the best soil mix for a Jade plant;plant_caretaking_advise;O O O O B-AdviceType I-AdviceType O O B-PlantName I-PlantName 
Do succulents need direct sunlight;plant_caretaking_advise;O B-PlantType B-AdviceType I-AdviceType I-AdviceType 
How to prune a Fiddle Leaf Fig tree;plant_caretaking_advise;O O B-AdviceType O B-PlantName I-PlantName I-PlantName O 
What is the recommended humidity for keeping orchids at home;plant_caretaking_advise;O O O B-AdviceType I-AdviceType O B-AdviceType B-PlantName O I-AdviceType 
I need a petfriendly houseplant Can you recommend one;plant_purchasing_advise;O O O O I-Requirement O O O O 
What type of plant would be easy for a beginner to take care of;plant_purchasing_advise;O O O O O O B-PlantType O O I-PlantType O O B-PlantType O 
Do you know of any airpurifying plants I can get for my office;plant_purchasing_advise;O O O O O O I-PlantType O O O O O B-Environment 
I need some advice on which plant is suitable for a dark room;plant_purchasing_advise;O O O O O O O O O O O B-Environment I-Environment 
Which flowering plants you recommend purchasing for a sunny balcony;plant_purchasing_advise;O B-PlantType I-PlantType O O O O O B-Environment I-Environment 
The leaves of my monstera plant have started turning yellow What could be the possible issue and how can I deal with it;plant_disease_advise;O B-Symptom O O B-PlantName I-PlantName O O I-Symptom I-Symptom O O O O B-Symptom B-Symptom O O O O B-Symptom O O 
My orchids flowers seem to be wilting prematurely Is it infected;plant_disease_advise;O O B-Symptom O O O I-Symptom O O O B-Symptom 
Can you help me identify the white spots on my cactus plant;plant_disease_advise;O O O O O O B-Symptom I-Symptom O O B-PlantName I-PlantName 
Noticed black molds on my rubber plant Is it suffering from a disease and how should I cure it;plant_disease_advise;O B-Symptom I-Symptom O O B-PlantName I-PlantName O O B-Symptom O O B-Symptom O O O O B-Symptom O 
My succulent seems to be soft and discolored What could be the cause;plant_disease_advise;O B-PlantName O O O B-Symptom O I-Symptom O O O O I-PlantName 
What is the best way to care for a ZZ plant;plant_caretaking_advise;O O O O O O B-AdviceType O O B-PlantName I-PlantName 
Can you provide some advice on taking care of my snake plant;plant_caretaking_advise;O O O O O O O B-AdviceType O O B-PlantName I-PlantName 
Can you give me some tips on how to prune my fiddle leaf fig tree;plant_caretaking_advise;O O O O O O O O O B-AdviceType O B-PlantName I-PlantName I-PlantName O 
I have a rubber plant that isnt doing well any suggestions;plant_caretaking_advise;O O O B-PlantName I-PlantName O O O O O B-AdviceType 
I need a plant for my dimly lit office any recommendations;plant_purchasing_advise;O O O O O O B-Environment I-Environment B-Environment O O 
Im looking to buy a lowmaintenance houseplant What type would you suggest;plant_purchasing_advise;O O O O O O I-PlantType O O O O O 
Which plant would you recommend for purifying the air;plant_purchasing_advise;O O O O O O B-PlantType O I-PlantType 
I am thinking of buying a houseplant as a gift what should I consider;plant_purchasing_advise;O O O O O O B-Environment O O B-Environment O O O B-Requirement 
Can you suggest some plants that are safe for petowners;plant_purchasing_advise;O O O O O O O B-Requirement O O 
My philodendron leaves are turning yellow what could be the problem;plant_disease_advise;O B-PlantName I-PlantName O B-Symptom I-Symptom O O O O B-Symptom 
What kind of disease could cause brown spots on my pothos plant;plant_disease_advise;O O O B-Symptom O B-Symptom B-Symptom I-Symptom O O B-PlantName I-PlantName 
I noticed that my fern has white fuzzy stuff on it is it a disease;plant_disease_advise;O O O O B-PlantName O B-Symptom I-PlantName I-Symptom O O O O O B-Symptom 
My orchids leaves are falling off is it a sign of disease or just old age;plant_disease_advise;O O B-Symptom O I-Symptom O O O O B-Symptom O B-Symptom O O B-Symptom B-Symptom 
My spider plants leaves are losing their color what disease could that indicate;plant_disease_advise;O B-PlantName O B-Symptom O I-Symptom O I-Symptom O B-Symptom O O B-Symptom 
Ive low sunlight at my home what plants would be suitable for me to buy;plant_purchasing_advise;O B-Environment I-Environment O O B-Environment O O O O B-PlantType O O O I-PlantType 
What is the best place to buy indoor plants online;plant_purchasing_advise;O O O B-Environment B-Environment O O B-Environment I-Environment B-Environment 
Would an air purifying plant be a good choice for a city apartment;plant_purchasing_advise;O O O O I-PlantType O O B-Environment B-Environment O O B-Environment I-Environment 
I need a small indoor plant for my office desk any recommendations;plant_purchasing_advise;O O O B-Environment I-Environment I-Environment O O B-Environment B-Environment O B-Environment 
What perennial plants should I consider for my patio;plant_purchasing_advise;O B-PlantType I-PlantType O O B-PlantType O O B-Environment 
The leaves of my rubber plant are turning brown what might be the problem;plant_disease_advise;O B-Symptom O O B-PlantName I-PlantName O I-Symptom I-Symptom O O O O B-Symptom 
Theres a white powdery substance on my rose plant do you have any advice;plant_disease_advise;O O B-Symptom I-Symptom I-Symptom O O B-PlantName I-PlantName O O O O B-Symptom 
Why are the edges of my Aloe Vera plant getting yellow;plant_disease_advise;O O O B-Symptom O O B-PlantName I-PlantName O I-Symptom I-Symptom 
How can I treat the black spots appearing on my orchids leaves;plant_disease_advise;O O O B-Symptom O B-Symptom I-Symptom O O O O B-Symptom 
My cactus plant is getting soft and mushy at the bottom what should I do;plant_disease_advise;O B-PlantName I-PlantName O O B-Symptom O I-Symptom O O B-Symptom O O O B-Symptom 
Whats the best way to water my aloe vera during summer months;plant_caretaking_advise;O O O O O B-AdviceType O B-PlantName I-PlantName O I-AdviceType I-AdviceType 
How much sunlight does a fern need daily;plant_caretaking_advise;O O B-AdviceType O O B-PlantName O I-AdviceType 
How often should I repot my fiddle leaf fig;plant_caretaking_advise;O O O O B-AdviceType O B-PlantName I-PlantName I-PlantName 
Whats the appropriate temperature range for a snake plant;plant_caretaking_advise;O O O B-AdviceType O O O B-PlantName I-PlantName 
What type of soil is best for my bonsai tree;plant_caretaking_advise;O O O B-AdviceType O O O O B-PlantName I-PlantName 
What houseplant would you recommend for a poorly lit office;plant_purchasing_advise;O O O O O O O B-Environment I-Environment I-Environment 
I want a houseplant that requires minimal care what would you suggest;plant_purchasing_advise;O O O O O O B-AdviceType I-AdviceType O O O O 
What type of plant could survive in a bathroom with little to no natural sunlight;plant_purchasing_advise;O O O O O O O O O O B-Environment I-Environment I-Environment I-Environment I-Environment 
Is there a specific plant youd suggest for improving indoor air quality;plant_purchasing_advise;O O O O O O O O O B-Environment I-Environment I-Environment 
Im new to houseplants Can you suggest a variety that is easy to care for;plant_purchasing_advise;O I-Requirement O I-PlantType O O O O O O O B-AdviceType O I-AdviceType O 
What could be causing the leaves of my monstera to turn yellow;plant_disease_advise;O O O O O B-Symptom I-Symptom I-Symptom B-PlantName O I-Symptom I-Symptom 
Can you help identify this fungus growing on my palm tree;plant_disease_advise;O O O O O B-Symptom I-Symptom I-Symptom I-Symptom B-PlantName I-PlantName 
My snake plant has brown spots on its leaves What should I do;plant_disease_advise;O B-PlantName I-PlantName O B-Symptom I-Symptom I-Symptom I-Symptom I-Symptom O O O O 
The leaves of my ficus tree have started drooping is it sick;plant_disease_advise;O B-Symptom I-Symptom I-Symptom B-PlantName I-PlantName O O I-Symptom O O B-AdviceType 
I see small white bugs on my succulent What are they and how can I treat my plant;plant_disease_advise;O O B-Symptom I-Symptom I-Symptom I-Symptom I-Symptom B-PlantName O O O O O O O B-AdviceType I-Symptom I-AdviceType 
Can you give me some advice on how often I need to water my Peace Lily;plant_caretaking_advise;O O O O O O O O O O O O B-AdviceType O B-PlantName I-PlantName 
What kind of light conditions does a Snake Plant prefer;plant_caretaking_advise;O O O B-AdviceType I-AdviceType I-AdviceType I-AdviceType B-PlantName I-PlantName I-AdviceType 
When is the best time to fertilize my indoor orchids;plant_caretaking_advise;O O O I-AdviceType B-AdviceType I-AdviceType I-AdviceType I-AdviceType B-PlantName I-PlantName 
